"","Country","HDI","HDICategory","Age","Gender","Kids","Education","WorkStatus","AnnIncome","Occupation","TenureY","TenureM","CommSize","Marital","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfP","OthersP","DPMean","AIPMean","GPMean","SWLSMean"
"4043","United States",0.92,"Very high human development",37,"Female","No","ma","student",25000,"",0,4,"Small Town","Single",0,0,2,5,2,3,3,2,1,1,1,2,1,4,4,2,4,4,1,2,1,4,5,2,2,2,5,5,5,2,5,1,2,5,5,5,5,4,4,4,5,5,3,1,2,2,2,"yes","yes",3,2,3.9,2
"4044","United States",0.92,"Very high human development",28,"Female","No","dip","full-time",45000,"",0,8,"Village","Single",0,0,4,5,5,3,3,1,4,4,5,3,5,5,4,3,5,3,5,4,4,4,1,3,3,5,4,3,3,5,4,3,3,5,1,2,5,4,5,4,5,4,3,4,4,5,5,"yes","yes",4,4,3.6,4.2
"4045","United States",0.92,"Very high human development",37,"Female","No","phd","part-time",150000,"",8,0,"Large Town","Divorced",0,0,3,3,2,3,3,1,2,5,4,3,1,2,2,3,5,4,3,4,2,3,2,1,3,2,3,2,4,4,3,4,4,4,2,2,2,3,3,4,2,4,3,3,3,1,2,"no","no",2.8,3,2.9,2.4
"4046","United States",0.92,"Very high human development",28,"Male","No","ma","unemployed",10000,"",0,0,"Medium-Sized","Single",0,0,3,4,4,4,4,3,2,4,3,3,3,3,3,4,4,4,3,4,2,3,4,2,4,4,4,3,3,3,3,2,3,4,4,5,3,3,3,4,3,3,3,3,5,5,4,"yes","yes",3.8,3,3.35,4
"4047","United States",0.92,"Very high human development",37,"Male","No","ma","full-time",150000,"",5,0,"","Divorced",0,0,4,4,4,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,2,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,5,3,5,3,"yes","yes",4,4,3.7,4.2
"4048","United States",0.92,"Very high human development",19,"Male","No","ltuni","student",15000,"",0,7,"Small Town","Single",0,0,4,4,3,4,4,1,1,2,2,3,2,4,4,2,4,3,1,4,1,5,5,1,3,3,4,2,2,3,3,2,4,4,1,4,3,4,4,4,5,5,1,1,2,2,1,"yes","yes",3.8,3,3.3,1.4
"4049","United States",0.92,"Very high human development",55,"Female","No","ma","part-time",35000,"",1,1,"Medium-Sized","Widowed",0,0,4,5,4,5,5,1,2,5,3,4,4,4,4,4,4,3,4,3,3,2,4,3,5,1,2,2,3,4,4,1,4,5,1,3,4,5,4,4,5,5,3,3,3,3,3,"yes","yes",4.6,3,3.45,3
"4050","United States",0.92,"Very high human development",55,"Male","Yes","ma","full-time",25000,"",4,0,"Large Town","Married",2,0,5,5,5,5,5,2,1,5,1,5,5,5,4,5,5,4,1,5,1,5,5,5,5,1,5,4,4,5,5,3,3,5,4,4,4,5,5,5,5,4,3,3,2,2,1,"yes","yes",5,4,4.3,2.2
"4051","United States",0.92,"Very high human development",55,"Female","Yes","ma","full-time",25000,"",8,4,"Small Town","Divorced",0,1,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,5,3,5,3,3,3,3,5,4,5,4,4,3,4,5,3,4,4,4,5,4,3,2,3,2,2,3,5,2,"yes","no",3,4,3.75,2.8
"4052","United States",0.92,"Very high human development",32,"Male","No","ma","student",15000,"",4,1,"Small Town","Single",0,0,5,5,5,4,4,2,2,2,3,3,5,4,4,4,4,3,3,4,4,4,4,3,3,3,4,2,4,4,2,5,4,4,3,4,4,3,4,4,4,4,3,3,3,2,2,"yes","yes",4.6,3,3.6,2.6
"4053","United States",0.92,"Very high human development",32,"Female","Yes","ltuni","full-time",45000,"",3,0,"Medium-Sized","Married",1,0,3,3,1,1,1,2,2,4,3,2,3,2,2,2,3,3,3,2,3,2,3,2,2,2,3,2,3,2,2,3,3,2,2,3,2,4,3,2,2,2,3,3,4,4,3,"yes","no",1.8,3,2.45,3.4
"4054","United States",0.92,"Very high human development",28,"Female","No","deg","full-time",45000,"",1,3,"Small Town","Married",0,0,3,3,4,4,4,1,1,2,4,4,3,5,5,2,5,4,3,3,3,4,5,4,2,3,4,3,4,5,4,4,4,4,4,5,3,5,5,4,5,4,4,5,5,4,4,"yes","yes",3.6,3,4.05,4.4
"4055","United States",0.92,"Very high human development",45,"Male","Yes","deg","part-time",67500,"",4,0,"Village","Married",1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,5,4,4,5,5,5,5,5,5,5,5,5,1,1,1,1,2,"yes","yes",5,5,4.4,1.2
"4056","United States",0.92,"Very high human development",23,"Male","No","deg","student",15000,"",1,0,"Large Town","Single",0,0,3,3,2,3,3,2,3,2,3,3,4,3,3,3,3,4,3,2,2,3,3,2,4,3,3,3,2,3,3,2,4,2,2,3,4,2,2,3,2,3,3,3,3,3,2,"yes","no",2.8,3,2.75,2.8
"4057","United States",0.92,"Very high human development",55,"Female","Yes","ma","full-time",55000,"",0,0,"Small Town","Divorced",0,3,4,4,4,3,3,3,2,5,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,1,4,3,5,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,"yes","yes",3.6,3,3.6,4
"4058","United States",0.92,"Very high human development",67,"Female","Yes","ma","full-time",67500,"",6,0,"Rural/Country","Divorced",1,1,3,5,3,4,4,1,4,5,5,5,3,4,4,5,5,1,5,2,4,5,4,1,1,3,2,1,5,3,4,5,4,5,4,2,4,2,2,5,5,4,4,4,5,3,1,"yes","yes",3.8,4,3.3,3.4
"4059","United States",0.92,"Very high human development",32,"Female","Yes","ma","full-time",87500,"",3,0,"Large Town","Married",1,1,3,2,3,2,3,4,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"yes","no",2.6,3,3,3
"4060","United States",0.92,"Very high human development",28,"Female","Yes","ltuni","full-time",35000,"",5,5,"Large Town","Married",1,0,5,4,4,2,2,1,1,2,3,4,4,3,4,4,4,4,4,2,4,3,4,1,2,3,4,3,3,3,4,2,4,4,1,3,5,5,3,5,5,2,4,4,4,2,2,"yes","no",3.4,3,3.3,3.2
"4061","United States",0.92,"Very high human development",45,"Female","Yes","phd","part-time",67500,"",0,7,"Large Town","Married",5,0,3,3,3,3,3,4,4,4,4,5,3,4,5,5,5,3,5,3,5,5,5,3,4,2,5,3,5,5,5,4,2,4,4,4,4,3,3,5,5,4,3,2,3,2,2,"yes","yes",3,4,3.95,2.4
"4062","United States",0.92,"Very high human development",28,"Female","No","ma","full-time",67500,"",1,6,"Village","Single",0,0,2,1,2,1,1,2,2,4,3,2,1,1,3,2,3,3,3,2,4,1,3,1,2,3,4,4,3,3,4,2,4,3,2,3,2,3,2,4,3,2,4,5,5,5,2,"yes","no",1.4,2,2.85,4.2
"4063","United States",0.92,"Very high human development",37,"Male","Yes","phd","full-time",87500,"",0,0,"Village","Married",1,1,5,5,5,5,5,5,1,5,3,5,5,5,5,4,5,4,2,5,3,5,5,5,4,3,5,2,5,4,5,5,4,5,5,4,5,5,5,5,5,5,1,4,1,1,1,"yes","yes",5,4,4.55,1.6
"4064","United States",0.92,"Very high human development",32,"Male","No","deg","student",25000,"",1,0,"Small Town","Single",0,0,4,4,4,3,3,2,2,4,4,4,4,3,4,4,5,3,4,3,2,4,3,2,4,4,4,3,3,4,5,3,4,4,4,4,4,4,2,4,4,4,3,4,4,3,3,"yes","yes",3.6,3,3.65,3.4
"4065","United States",0.92,"Very high human development",55,"Female","Yes","phd","part-time",25000,"",2,0,"Large Town","Divorced",0,1,2,3,3,3,2,2,2,1,2,4,3,3,4,3,3,1,5,3,2,5,5,1,2,1,5,2,3,4,5,3,4,5,4,3,4,5,5,5,5,5,4,4,4,4,3,"yes","yes",2.6,3,3.8,3.8
"4066","United States",0.92,"Very high human development",37,"Male","Yes","deg","full-time",150000,"",1,0,"Village","Married",0,2,4,5,4,5,5,1,3,2,4,5,5,4,5,5,5,3,3,2,3,3,5,2,3,5,3,2,5,4,5,4,4,5,2,2,5,5,5,5,5,5,3,3,3,3,2,"yes","yes",4.6,4,4.05,2.8
"4067","United States",0.92,"Very high human development",7,"Female","No","grade","student",10000,"",0,0,"Medium-Sized","Single",0,0,2,2,2,2,2,4,4,4,2,2,2,2,4,2,2,5,5,5,1,1,1,1,5,5,1,5,1,5,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,"yes","yes",2,3,2.8,3.6
"4068","United States",0.92,"Very high human development",37,"Female","No","ma","part-time",NA,"",6,0,"Village","Married",0,0,3,2,3,2,1,1,3,5,4,2,3,3,4,2,3,1,3,4,4,1,3,1,3,5,2,2,2,4,2,4,2,3,5,5,3,5,3,3,2,2,3,4,4,4,4,"yes","no",2.2,3,3.05,3.8
"4069","United States",0.92,"Very high human development",28,"Female","No","ma","full-time",35000,"",1,2,"Village","Single",0,0,3,3,3,3,3,1,1,4,3,2,1,3,3,1,3,2,2,4,2,3,3,1,2,4,2,2,3,3,3,3,4,5,2,2,3,4,3,3,3,2,3,3,3,2,3,"yes","yes",3,2,2.85,2.8
"4070","United States",0.92,"Very high human development",55,"Female","No","deg","full-time",87500,"",7,0,"Small Town","Married",0,0,2,2,2,2,2,2,1,3,1,1,3,1,1,1,1,2,1,1,1,3,3,1,1,2,2,2,1,2,3,1,1,2,5,3,2,5,4,2,3,3,4,5,4,4,4,"yes","",2,2,2.4,4.2
"4071","United States",0.92,"Very high human development",55,"Female","No","phd","full-time",55000,"",2,0,"Small Town","Single",0,0,2,3,2,1,1,1,1,3,3,3,1,3,4,3,3,1,3,2,4,2,3,1,1,5,1,1,2,2,2,4,2,2,5,1,3,5,2,3,4,1,1,1,1,1,5,"no","no",1.8,2,2.5,1.8
"4072","United States",0.92,"Very high human development",32,"Male","No","ma","full-time",150000,"",2,0,"Village","Married",0,0,5,3,3,3,3,2,4,4,1,2,5,5,5,5,5,3,5,4,4,5,5,3,3,5,2,5,2,3,5,5,2,5,2,3,4,4,4,4,4,4,3,3,3,3,2,"yes","yes",3.4,4,3.7,2.8
"4073","United States",0.92,"Very high human development",67,"Male","Yes","ma","part-time",87500,"",10,0,"Rural/Country","Married",2,2,2,3,2,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,1,1,3,3,2,1,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,3,"yes","no",2.2,2,2.15,2.6
"4074","United States",0.92,"Very high human development",32,"Female","No","phd","full-time",67500,"",6,0,"Small Town","Single",0,0,1,2,1,1,1,1,1,3,2,3,1,1,3,3,3,3,1,3,1,1,2,1,2,3,1,2,1,3,4,1,2,4,1,2,3,4,2,3,4,5,4,5,4,5,3,"yes","no",1.2,2,2.5,4.2
"4075","United States",0.92,"Very high human development",45,"Female","Yes","ma","",NA,"",0,0,"","Married",0,1,4,4,3,2,2,1,2,5,3,3,4,3,4,2,3,2,2,2,3,3,5,3,3,4,4,3,4,3,4,3,5,3,3,2,4,2,2,1,5,5,1,2,2,4,1,"yes","yes",3,3,3.4,2
"4076","United States",0.92,"Very high human development",45,"Male","Yes","deg","full-time",87500,"",0,10,"Large Town","Divorced",2,0,3,3,4,5,5,5,4,4,5,5,5,4,5,2,5,1,5,5,4,5,5,5,5,5,1,3,4,4,4,3,4,5,5,5,5,5,5,5,5,5,3,3,3,2,1,"yes","yes",4,4,4.4,2.4
"4077","United States",0.92,"Very high human development",32,"Female","No","ma","full-time",45000,"",7,9,"Rural/Country","Single",0,0,3,3,2,1,1,1,1,1,3,3,2,2,2,2,3,2,3,2,3,2,3,1,2,3,2,3,2,3,4,3,4,4,2,3,3,1,1,3,2,4,3,3,2,4,2,"yes","yes",2,2,2.65,2.8
"4078","United States",0.92,"Very high human development",67,"Male","Yes","ltuni","retired",45000,"",0,0,"Large Town","Divorced",1,1,5,5,5,5,5,1,1,1,5,5,2,3,5,4,5,4,1,2,1,5,5,4,4,2,4,2,5,5,5,1,4,5,2,4,4,5,5,4,5,4,2,2,2,2,1,"yes","no",5,3,3.95,1.8
"4079","United States",0.92,"Very high human development",21,"Male","No","deg","student",25000,"",0,0,"Large Town","Single",0,0,5,4,3,3,3,2,4,4,5,3,1,4,4,2,5,3,4,3,4,4,5,2,2,5,3,3,4,4,5,4,4,4,2,2,4,4,4,4,5,4,2,2,2,2,1,"yes","no",3.6,3,3.7,1.8
"4080","United States",0.92,"Very high human development",28,"Male","No","deg","full-time",35000,"",7,0,"Rural/Country","Married",0,0,3,3,3,2,2,1,1,3,4,2,2,3,4,2,4,4,2,2,2,2,2,1,2,5,2,2,2,4,5,2,4,4,4,2,4,3,2,3,2,1,4,4,4,5,5,"yes","yes",2.6,3,2.8,4.4
"4081","United States",0.92,"Very high human development",45,"Female","No","ma","full-time",250000,"",2,7,"Rural/Country","Single",0,0,4,4,4,3,3,1,1,4,2,4,3,3,3,5,5,2,4,4,4,4,4,2,3,1,2,3,5,3,5,3,2,5,1,4,5,4,2,1,5,5,1,2,2,3,3,"yes","yes",3.6,3,3.25,2.2
"4082","United States",0.92,"Very high human development",55,"Female","No","phd","unemployed",35000,"",0,0,"Rural/Country","Married",0,0,4,4,5,4,4,1,3,5,5,5,5,4,4,4,5,5,2,3,3,5,5,3,1,5,2,5,3,3,5,5,5,5,1,2,2,2,3,5,4,4,1,1,1,1,1,"yes","yes",4.2,4,3.5,1
"4083","United States",0.92,"Very high human development",NA,"","Yes","deg","retired",NA,"",0,0,"Rural/Country","Widowed",1,1,3,3,3,2,2,1,1,1,1,2,1,1,3,2,3,3,2,3,1,3,3,1,3,2,3,2,3,3,2,1,3,3,2,3,3,3,2,2,3,3,4,3,4,4,3,"no","no",2.6,2,2.5,3.6
"4084","United States",0.92,"Very high human development",45,"Female","No","deg","full-time",67500,"",0,0,"Village","Married",0,0,2,3,3,2,2,3,2,2,4,2,1,4,3,2,2,2,2,3,2,4,4,3,2,3,3,3,4,4,4,3,4,3,4,4,3,5,4,5,4,3,4,5,4,5,1,"yes","yes",2.4,3,3.6,3.8
"4085","United States",0.92,"Very high human development",45,"Female","No","phd","full-time",67500,"",8,0,"Large Town","Married",0,0,2,4,3,3,3,1,1,2,2,3,2,2,3,1,3,1,2,1,2,3,3,1,1,2,3,5,2,3,3,2,2,2,1,3,4,4,1,3,3,3,3,3,4,4,3,"yes","no",3,2,2.55,3.4
"4086","United States",0.92,"Very high human development",67,"Male","No","phd","full-time",87500,"",2,0,"Large Town","Married",0,0,2,3,3,2,2,5,1,1,1,1,1,1,1,1,3,3,1,2,2,2,3,1,1,1,3,3,3,3,3,1,1,3,5,5,1,1,1,3,1,1,4,4,4,4,1,"yes","no",2.4,2,2.2,3.4
"4087","United States",0.92,"Very high human development",45,"Female","Yes","ltuni","unemployed",25000,"",0,0,"Small Town","Married",0,7,4,4,4,3,3,2,2,3,3,3,4,3,3,3,4,4,3,4,2,2,4,4,4,4,3,4,5,3,5,5,3,3,3,2,3,5,5,4,5,4,2,2,2,2,2,"yes","no",3.6,3,3.9,2
"4088","United States",0.92,"Very high human development",16,"Female","No","high","student",250000,"",12,0,"8","Single",0,0,5,5,4,5,5,4,4,3,4,4,5,5,5,5,5,4,4,5,2,4,5,5,5,3,5,4,3,4,5,5,4,5,3,4,5,4,5,5,4,5,2,5,1,3,1,"yes","yes",4.8,4,4.4,2.4
"4089","United States",0.92,"Very high human development",45,"Male","Yes","lthigh","unemployed",25000,"",0,0,"Village","Single",2,0,5,5,5,5,5,4,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,3,4,4,3,4,3,5,5,5,5,5,4,4,4,3,5,5,5,1,1,1,1,1,1,"yes","yes",5,5,4.1,1
"4090","United States",0.92,"Very high human development",32,"Male","No","grade","student",15000,"",0,6,"Large-City","Single",0,0,2,3,3,2,2,4,4,5,4,3,4,2,3,3,3,3,4,2,3,4,2,2,3,4,4,3,3,3,3,4,2,3,4,4,4,4,3,3,3,3,1,1,1,3,1,"yes","no",2.4,3,3.2,1.4
"4091","United States",0.92,"Very high human development",16,"Female","No","lthigh","student",10000,"",0,0,"Village","Single",0,0,2,3,2,3,3,2,3,3,3,2,1,2,3,2,2,3,3,4,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,3,2,3,"no","no",2.6,2,2.9,2.8
"4092","United States",0.92,"Very high human development",37,"Female","Yes","deg","full-time",45000,"",14,0,"Village","Married",0,1,4,5,4,5,5,1,5,4,5,5,5,5,4,3,4,3,4,3,4,5,5,4,4,4,5,3,5,3,5,5,5,5,5,3,5,1,1,3,4,4,1,1,2,1,2,"yes","yes",4.6,4,3.95,1.4
"4093","United States",0.92,"Very high human development",55,"Male","Yes","ma","full-time",150000,"",2,8,"Small Town","Married",2,1,3,2,1,1,1,1,1,3,1,2,1,1,3,1,1,3,1,2,1,2,3,1,2,1,2,2,2,2,3,1,4,3,1,2,3,3,2,3,3,2,3,3,3,3,3,"no","no",1.6,2,2.25,3
"4094","United States",0.92,"Very high human development",28,"Female","No","ma","student",25000,"",3,0,"Village","Single",0,0,3,2,4,4,4,1,1,1,1,3,1,1,2,2,2,4,1,4,1,3,2,2,1,1,3,2,3,4,3,1,1,4,3,2,3,3,2,2,3,3,4,4,4,4,4,"yes","no",3.4,2,2.4,4
"4095","United States",0.92,"Very high human development",32,"Female","No","ma","full-time",45000,"",7,8,"Small Town","Single",0,0,3,4,5,4,4,1,3,3,5,5,3,5,5,4,5,3,5,5,5,5,5,3,4,4,5,4,5,5,5,5,5,5,4,3,5,5,4,5,5,4,2,2,2,2,2,"yes","yes",4,4,4.5,2
"4096","United States",0.92,"Very high human development",28,"Female","No","ma","full-time",25000,"",0,9,"Village","Married",0,0,3,4,4,3,3,4,4,3,4,3,5,4,3,3,3,5,3,4,3,3,5,3,4,5,4,4,4,3,4,3,2,4,4,5,4,3,3,3,5,3,4,4,4,4,4,"yes","yes",3.4,4,3.75,4
"4097","United States",0.92,"Very high human development",67,"Female","Yes","dip","retired",55000,"",0,0,"Small Town","Married",2,5,3,3,3,2,2,1,1,2,3,2,3,1,3,2,3,3,2,3,2,3,3,1,2,2,2,1,3,3,3,1,2,3,1,2,3,2,1,4,3,3,3,3,3,3,4,"yes","yes",2.6,2,2.25,3.2
"4098","United States",0.92,"Very high human development",32,"Male","Yes","deg","full-time",45000,"",6,8,"Rural/Country","Married",0,1,5,5,5,4,4,2,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,2,4,5,4,5,5,5,5,1,4,5,5,3,5,5,5,3,3,3,3,3,"yes","yes",4.6,5,4.4,3
"4099","United States",0.92,"Very high human development",67,"Female","No","ma","unemployed",10000,"",0,0,"Village","Single",0,0,4,4,4,3,3,2,1,1,3,4,2,5,5,5,5,3,1,4,2,5,5,1,1,5,2,3,5,5,5,2,3,5,5,5,4,5,3,4,5,4,3,2,2,2,1,"yes","yes",3.6,3,3.85,2
"4100","United States",0.92,"Very high human development",37,"Male","No","ltuni","full-time",25000,"",7,0,"Large Town","Single",0,0,3,3,2,3,3,2,1,3,3,3,3,3,4,3,3,3,3,3,2,4,4,3,3,2,2,2,3,3,4,5,2,3,1,3,4,3,2,2,3,3,3,3,3,3,3,"yes","no",2.8,3,2.85,3
"4101","United States",0.92,"Very high human development",24,"Female","No","deg","full-time",25000,"",0,2,"Large Town","Single",0,0,3,4,3,2,2,2,3,5,5,2,2,4,3,1,2,5,4,3,4,3,3,5,3,5,5,3,4,3,4,5,4,5,2,3,3,5,5,2,4,3,3,4,4,5,3,"yes","no",2.8,3,3.8,3.8
"4102","United States",0.92,"Very high human development",55,"Male","No","ma","full-time",250000,"",0,0,"Village","Single",0,0,4,4,5,4,3,1,1,3,4,1,1,1,2,1,1,4,1,4,1,4,1,2,1,5,3,3,4,4,3,3,3,3,3,4,4,5,4,4,5,3,4,3,3,4,2,"yes","no",4,2,3.35,3.2
"4103","United States",0.92,"Very high human development",55,"Female","Yes","deg","unemployed",10000,"",0,0,"Large Town","Married",1,2,3,3,5,3,3,2,1,3,4,3,5,4,3,3,4,2,3,2,3,4,4,2,4,4,3,2,3,4,3,4,5,3,3,5,4,4,3,4,5,3,3,4,5,4,5,"yes","yes",3.4,3,3.6,4.2
"4104","United States",0.92,"Very high human development",55,"Male","Yes","phd","full-time",150000,"",0,0,"Large Town","Married",0,2,4,4,4,4,4,5,4,4,4,4,4,5,5,5,5,4,5,4,5,4,5,3,4,4,3,2,4,4,5,4,4,5,5,4,4,5,5,5,5,5,2,4,2,4,2,"yes","yes",4,4,4.25,2.8
"4105","United States",0.92,"Very high human development",45,"Female","No","ma","student",45000,"",10,0,"Small Town","Divorced",0,0,3,3,4,3,3,1,1,2,3,3,3,3,4,3,4,3,2,2,2,3,4,1,2,4,3,2,3,4,3,2,3,3,4,3,3,4,3,4,2,4,3,3,3,2,1,"yes","yes",3.2,3,3.05,2.4
"4106","United States",0.92,"Very high human development",55,"Female","No","phd","full-time",25000,"",3,0,"Large Town","Married",0,0,3,4,3,2,2,4,4,3,4,4,4,3,4,3,4,4,3,3,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,5,3,"yes","yes",2.8,4,3.7,3.2
"4107","United States",0.92,"Very high human development",28,"Male","No","deg","student",10000,"",5,0,"Large Town","Single",0,0,4,4,5,5,5,4,5,5,4,4,3,4,4,4,5,5,5,5,5,5,4,2,4,4,5,4,5,5,5,4,4,5,4,4,4,5,5,4,2,4,3,3,3,4,3,"yes","yes",4.6,4,4.15,3.2
"4108","United States",0.92,"Very high human development",45,"Female","Yes","deg","full-time",55000,"",2,0,"Village","Single",0,1,3,3,3,3,3,3,1,2,2,3,3,2,3,3,3,2,2,4,1,3,3,3,4,4,5,2,4,3,3,2,3,3,3,2,3,4,4,3,3,5,3,3,3,3,3,"yes","no",3,2,3.3,3
"4109","United States",0.92,"Very high human development",45,"Male","Yes","deg","full-time",45000,"",10,0,"Village","Divorced",1,0,4,2,3,1,1,2,1,1,2,2,1,2,3,1,2,2,2,2,2,2,2,1,2,1,2,1,3,4,3,1,4,3,2,2,3,4,3,4,4,4,1,4,2,3,1,"yes","no",2.2,2,2.65,2.2
"4110","United States",0.92,"Very high human development",28,"Male","No","deg","full-time",87500,"",0,4,"Large Town","Single",0,0,5,4,5,2,2,3,2,5,5,2,5,4,1,1,5,4,3,2,5,4,2,1,3,4,5,4,4,3,4,5,4,5,3,2,2,5,3,3,2,3,5,5,4,5,5,"yes","yes",3.6,3,3.35,4.8
"4111","United States",0.92,"Very high human development",25,"Female","No","ma","full-time",45000,"",3,0,"Small Town","Single",0,0,2,2,3,3,3,2,3,3,3,4,3,3,2,3,3,3,4,3,3,2,3,2,2,5,4,1,3,3,4,2,4,3,1,1,3,3,3,2,3,3,3,3,3,3,3,"yes","yes",2.6,3,2.75,3
"4112","United States",0.92,"Very high human development",19,"Male","No","high","student",10000,"",0,1,"Rural/Country","Single",0,0,4,2,3,3,3,2,2,2,4,3,4,4,4,3,4,4,4,4,3,3,4,3,2,3,4,3,4,4,4,4,4,3,2,3,4,4,3,3,4,4,4,5,4,3,3,"yes","yes",3,3,3.45,3.8
"4113","United States",0.92,"Very high human development",45,"Male","Yes","ltuni","unemployed",NA,"",0,0,"Medium-Sized","Married",2,0,5,5,5,4,4,1,2,5,3,5,3,5,4,5,5,1,3,5,1,5,5,3,4,1,5,5,5,5,5,4,2,5,5,3,4,5,5,5,5,4,1,1,1,4,2,"yes","yes",4.6,4,4.25,1.8
"4114","United States",0.92,"Very high human development",37,"Female","No","phd","full-time",45000,"",2,0,"Small Town","Single",0,0,2,3,2,1,1,1,1,2,2,1,1,1,2,1,2,3,2,3,1,1,3,2,2,2,3,3,3,2,2,2,3,3,1,3,2,3,2,2,3,2,3,4,4,5,4,"no","",1.8,2,2.4,4
"4115","United States",0.92,"Very high human development",55,"Male","Yes","ltuni","full-time",150000,"",NA,0,"Village","Married",1,1,4,4,4,4,4,3,1,5,4,4,1,3,3,5,5,2,1,4,2,4,4,2,4,1,4,3,4,4,4,4,5,4,3,3,3,4,3,5,4,2,1,1,1,3,4,"yes","yes",4,3,3.5,2
"4116","United States",0.92,"Very high human development",28,"Male","No","phd","full-time",45000,"",0,4,"Village","Married",0,0,2,3,3,1,1,2,2,3,3,2,1,1,2,1,2,3,2,2,1,3,3,1,2,1,3,2,2,3,2,1,4,2,4,3,2,4,3,3,3,4,4,4,4,3,4,"no","no",2,2,2.6,3.8
"4117","United States",0.92,"Very high human development",45,"Female","No","ltuni","full-time",67500,"",NA,0,"Village","Single",0,0,2,2,2,1,1,4,1,2,1,3,2,1,3,3,3,2,2,3,1,2,4,1,4,2,2,2,3,2,3,1,2,3,3,4,3,4,2,3,3,3,3,3,2,2,3,"yes","no",1.6,2,2.7,2.6
"4118","United States",0.92,"Very high human development",23,"Male","No","deg","full-time",15000,"",0,10,"Large Town","Single",0,0,3,4,4,4,4,2,3,5,4,1,1,2,2,2,2,3,4,3,3,1,4,1,1,3,2,2,3,4,4,1,1,2,1,3,3,3,3,4,4,3,2,2,3,2,3,"yes","yes",3.8,3,2.6,2.4
"4119","Uruguay",0.795,"High human development",28,"Female","No","ma","part-time",25000,"",0,0,"Large-City","Single",0,0,4,4,1,1,1,1,1,1,5,4,5,4,4,2,5,3,1,3,1,2,1,2,2,2,2,2,4,2,5,3,3,4,2,3,5,3,3,2,4,2,5,5,5,4,5,"yes","no",2.2,3,2.8,4.8
"4120","Uruguay",0.795,"High human development",32,"Male","No","dip","part-time",10000,"",0,3,"Small Town","Single",0,0,5,5,5,4,4,1,3,5,4,4,5,5,5,4,5,2,5,5,5,2,4,4,3,5,4,2,5,4,5,2,4,5,4,2,5,4,5,5,5,5,3,5,4,5,3,"yes","yes",4.6,4,4.1,4
"4121","Uruguay",0.795,"High human development",24,"Male","No","high","student",NA,"",0,0,"Village","Single",0,0,5,5,5,5,5,4,3,3,4,5,3,5,5,5,5,3,3,4,3,5,5,1,3,5,5,3,5,5,5,3,3,5,4,4,5,3,3,5,5,5,1,1,2,2,1,"yes","yes",5,4,4.1,1.4
"4122","Uzbekistan",0.701,"High human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4123","Vanuatu",0.597,"Medium human development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4124","Venezuela",0.767,"High human development",45,"Male","Yes","dip","full-time",35000,"Sales",4,0,"Small City","Married",2,1,3,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,3,4,2,2,4,3,4,4,4,2,5,3,4,1,2,4,3,3,3,4,4,4,4,"yes","yes",3.6,4,3.2,3.8
